"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.268,2.896,-0.483411644422152
4.268,2.8965,-0.483490994547513
4.268,2.897,-0.483570401602031
4.268,2.8975,-0.483649865769681
4.268,2.898,-0.483729387234864
4.268,2.8985,-0.483808966182398
4.268,2.899,-0.483888602797531
4.268,2.8995,-0.483968297265919
4.268,2.9,-0.48404804977365
4.268,2.9005,-0.484127860507234
4.268,2.901,-0.484207729653607
4.268,2.9015,-0.484287657400139
4.268,2.902,-0.484367643934612
4.268,2.9025,-0.484447689445256
4.268,2.903,-0.484527794120721
4.268,2.9035,-0.484607958150088
4.268,2.904,-0.484688181722871
4.268,2.9045,-0.48476846502903
4.268,2.905,-0.484848808258943
4.268,2.9055,-0.484929211603436
4.268,2.906,-0.485009675253769
4.268,2.9065,-0.485090199401641
4.268,2.907,-0.485170784239193
4.268,2.9075,-0.485251429959007
4.268,2.908,-0.485332136754103
4.268,2.9085,-0.485412904817953
4.268,2.909,-0.48549373434447
4.268,2.9095,-0.485574625528012
4.268,2.91,-0.485655578563386
4.268,2.9105,-0.485736593645851
4.268,2.911,-0.485817670971111
4.268,2.9115,-0.485898810735326
4.268,2.912,-0.485980013135103
4.268,2.9125,-0.486061278367509
4.268,2.913,-0.486142606630063
4.268,2.9135,-0.486223998120739
4.268,2.914,-0.486305453037978
4.268,2.9145,-0.486386971580671
4.268,2.915,-0.486468553948167
4.268,2.9155,-0.486550200340283
4.268,2.916,-0.486631910957299
4.268,2.9165,-0.486713685999956
4.268,2.917,-0.486795525669464
4.268,2.9175,-0.486877430167495
4.268,2.918,-0.486959399696191
4.268,2.9185,-0.487041434458169
4.268,2.919,-0.487123534656507
4.268,2.9195,-0.487205700494768
4.268,2.92,-0.487287932176973
4.268,2.9205,-0.487370229907629
4.268,2.921,-0.487452593891712
4.268,2.9215,-0.487535024334682
4.268,2.922,-0.487617521442479
4.268,2.9225,-0.487700085421514
4.268,2.923,-0.487782716478685
4.268,2.9235,-0.487865414821371
4.268,2.924,-0.487948180657438
4.268,2.9245,-0.488031014195234
4.268,2.925,-0.488113915643601
4.268,2.9255,-0.488196885211863
4.268,2.926,-0.488279923109832
4.268,2.9265,-0.488363029547811
4.268,2.927,-0.488446204736605
4.268,2.9275,-0.488529448887506
4.268,2.928,-0.488612762212296
4.268,2.9285,-0.488696144923263
4.268,2.929,-0.488779597233187
4.268,2.9295,-0.488863119355354
4.268,2.93,-0.488946711503541
4.268,2.9305,-0.489030373892036
4.268,2.931,-0.489114106735623
4.268,2.9315,-0.4891979102496
4.268,2.932,-0.489281784649764
4.268,2.9325,-0.489365730152426
4.268,2.933,-0.4894497469744
4.268,2.9335,-0.489533835333016
4.268,2.934,-0.489617995446111
4.268,2.9345,-0.489702227532042
4.268,2.935,-0.489786531809678
4.268,2.9355,-0.489870908498405
4.268,2.936,-0.489955357818126
4.268,2.9365,-0.490039879989265
4.268,2.937,-0.490124475232767
4.268,2.9375,-0.490209143770098
4.268,2.938,-0.490293885823249
4.268,2.9385,-0.49037870161474
4.268,2.939,-0.490463591367613
4.268,2.9395,-0.490548555305437
4.268,2.94,-0.490633593652317
4.268,2.9405,-0.490718706632887
4.268,2.941,-0.490803894472311
4.268,2.9415,-0.490889157396297
4.268,2.942,-0.490974495631074
4.268,2.9425,-0.491059909403421
4.268,2.943,-0.491145398940651
4.268,2.9435,-0.491230964470619
4.268,2.944,-0.491316606221724
4.268,2.9445,-0.491402324422905
4.268,2.945,-0.491488119303645
4.268,2.9455,-0.491573991093977
4.268,2.946,-0.491659940024488
4.268,2.9465,-0.491745966326307
4.268,2.947,-0.491832070231111
4.268,2.9475,-0.491918251971142
4.268,2.948,-0.492004511779189
4.268,2.9485,-0.492090849888596
4.268,2.949,-0.492177266533269
4.268,2.9495,-0.492263761947673
4.268,2.95,-0.492350336366837
4.268,2.9505,-0.492436990026338
4.268,2.951,-0.492523723162342
4.268,2.9515,-0.492610536011557
4.268,2.952,-0.492697428811269
4.268,2.9525,-0.49278440179934
4.268,2.953,-0.49287145521419
4.268,2.9535,-0.492958589294818
4.268,2.954,-0.493045804280796
4.268,2.9545,-0.493133100412271
4.268,2.955,-0.493220477929971
4.268,2.9555,-0.493307937075199
4.268,2.956,-0.493395478089839
4.268,2.9565,-0.493483101216358
4.268,2.957,-0.49357080669781
4.268,2.9575,-0.493658594777827
4.268,2.958,-0.493746465700638
4.268,2.9585,-0.493834419711058
4.268,2.959,-0.493922457054485
4.268,2.9595,-0.494010577976924
4.268,2.96,-0.49409878272496
4.268,2.9605,-0.494187071545784
4.268,2.961,-0.494275444687178
4.268,2.9615,-0.494363902397525
4.268,2.962,-0.494452444925812
4.268,2.9625,-0.494541072521631
4.268,2.963,-0.494629785435171
4.268,2.9635,-0.49471858391723
4.268,2.964,-0.494807468219217
4.268,2.9645,-0.494896438593148
4.268,2.965,-0.494985495291652
4.268,2.9655,-0.495074638567972
4.268,2.966,-0.495163868675962
4.268,2.9665,-0.4952531858701
4.268,2.967,-0.495342590405477
4.268,2.9675,-0.495432082537806
4.268,2.968,-0.495521662523426
4.268,2.9685,-0.495611330619291
4.268,2.969,-0.49570108708299
4.268,2.9695,-0.495790932172735
4.268,2.97,-0.495880866147373
4.268,2.9705,-0.495970889266376
4.268,2.971,-0.496061001789849
4.268,2.9715,-0.496151203978539
4.268,2.972,-0.496241496093827
4.268,2.9725,-0.496331878397728
4.268,2.973,-0.496422351152904
4.268,2.9735,-0.496512914622652
4.268,2.974,-0.496603569070925
4.268,2.9745,-0.496694314762313
4.268,2.975,-0.496785151962055
4.268,2.9755,-0.496876080936041
4.268,2.976,-0.496967101950821
4.268,2.9765,-0.497058215273582
4.268,2.977,-0.497149421172185
4.268,2.9775,-0.497240719915133
4.268,2.978,-0.4973321117716
4.268,2.9785,-0.497423597011413
4.268,2.979,-0.497515175905074
4.268,2.9795,-0.497606848723738
4.268,2.98,-0.497698615739233
4.268,2.9805,-0.497790477224056
4.268,2.981,-0.497882433451376
4.268,2.9815,-0.497974484695035
4.268,2.982,-0.498066631229549
4.268,2.9825,-0.49815887333011
4.268,2.983,-0.498251211272595
4.268,2.9835,-0.498343645333557
4.268,2.984,-0.498436175790229
4.268,2.9845,-0.498528802920542
4.268,2.985,-0.498621527003098
4.268,2.9855,-0.498714348317203
4.268,2.986,-0.498807267142841
4.268,2.9865,-0.4989002837607
4.268,2.987,-0.498993398452161
4.268,2.9875,-0.499086611499296
4.268,2.988,-0.499179923184883
4.268,2.9885,-0.4992733337924
4.268,2.989,-0.499366843606029
4.268,2.9895,-0.499460452910657
4.268,2.99,-0.499554161991877
4.268,2.9905,-0.499647971135993
4.268,2.991,-0.499741880630023
4.268,2.9915,-0.499835890761698
4.268,2.992,-0.499930001819466
4.268,2.9925,-0.50002421409249
4.268,2.993,-0.500118527870654
4.268,2.9935,-0.50021294344457
4.268,2.994,-0.500307461105567
4.268,2.9945,-0.500402081145705
4.268,2.995,-0.500496803857777
4.268,2.9955,-0.500591629535298
4.268,2.996,-0.500686558472523
4.268,2.9965,-0.500781590964442
4.268,2.997,-0.500876727306778
4.268,2.9975,-0.500971967795999
4.268,2.998,-0.501067312729318
4.268,2.9985,-0.501162762404676
4.268,2.999,-0.501258317120786
4.268,2.9995,-0.501353977177087
4.268,3,-0.501449742873781
4.268,3.0005,-0.50154561451182
4.268,3.001,-0.501641592392911
4.268,3.0015,-0.501737676819521
4.268,3.002,-0.501833868094872
4.268,3.0025,-0.501930166522955
4.268,3.003,-0.502026572408522
4.268,3.0035,-0.502123086057089
4.268,3.004,-0.502219707774947
4.268,3.0045,-0.502316437869155
4.268,3.005,-0.50241327664755
4.268,3.0055,-0.502510224418732
4.268,3.006,-0.502607281492096
4.268,3.0065,-0.502704448177806
4.268,3.007,-0.502801724786817
4.268,3.0075,-0.502899111630863
4.268,3.008,-0.502996609022475
4.268,3.0085,-0.503094217274957
4.268,3.009,-0.503191936702426
4.268,3.0095,-0.503289767619776
4.268,3.01,-0.503387710342713
4.268,3.0105,-0.503485765187733
4.268,3.011,-0.503583932472134
4.268,3.0115,-0.50368221251403
4.268,3.012,-0.503780605632323
4.268,3.0125,-0.503879112146742
4.268,3.013,-0.503977732377818
4.268,3.0135,-0.504076466646897
4.268,3.014,-0.504175315276149
4.268,3.0145,-0.504274278588549
4.268,3.015,-0.504373356907911
4.268,3.0155,-0.504472550558856
4.268,3.016,-0.50457185986685
4.268,3.0165,-0.504671285158169
4.268,3.017,-0.504770826759931
4.268,3.0175,-0.504870485000092
4.268,3.018,-0.504970260207435
4.268,3.0185,-0.505070152711587
4.268,3.019,-0.505170162843015
4.268,3.0195,-0.505270290933035
4.268,3.02,-0.505370537313803
4.268,3.0205,-0.505470902318331
4.268,3.021,-0.505571386280478
4.268,3.0215,-0.505671989534961
4.268,3.022,-0.505772712417352
4.268,3.0225,-0.505873555264083
4.268,3.023,-0.505974518412448
4.268,3.0235,-0.506075602200604
4.268,3.024,-0.506176806967586
4.268,3.0245,-0.506278133053289
4.268,3.025,-0.506379580798481
4.268,3.0255,-0.50648115054481
4.268,3.026,-0.506582842634805
4.268,3.0265,-0.506684657411864
4.268,3.027,-0.506786595220282
4.268,3.0275,-0.506888656405234
4.268,3.028,-0.506990841312785
4.268,3.0285,-0.507093150289888
4.268,3.029,-0.5071955836844
4.268,3.0295,-0.507298141845067
4.268,3.03,-0.507400825121541
4.268,3.0305,-0.507503633864368
4.268,3.031,-0.507606568425005
4.268,3.0315,-0.507709629155824
4.268,3.032,-0.507812816410094
4.268,3.0325,-0.507916130542008
4.268,3.033,-0.508019571906675
4.268,3.0335,-0.508123140860119
4.268,3.034,-0.508226837759293
4.268,3.0345,-0.50833066296207
4.268,3.035,-0.508434616827248
4.268,3.0355,-0.508538699714565
4.268,3.036,-0.508642911984688
4.268,3.0365,-0.508747253999219
4.268,3.037,-0.508851726120702
4.268,3.0375,-0.508956328712618
4.268,3.038,-0.509061062139409
4.268,3.0385,-0.509165926766445
4.268,3.039,-0.509270922960063
4.268,3.0395,-0.509376051087541
4.268,3.04,-0.509481311517129
4.268,3.0405,-0.509586704618024
4.268,3.041,-0.509692230760392
4.268,3.0415,-0.509797890315366
4.268,3.042,-0.509903683655042
4.268,3.0425,-0.510009611152497
4.268,3.043,-0.510115673181777
4.268,3.0435,-0.510221870117907
4.268,3.044,-0.510328202336894
4.268,3.0445,-0.510434670215726
4.268,3.045,-0.510541274132386
4.268,3.0455,-0.510648014465841
4.268,3.046,-0.510754891596047
4.268,3.0465,-0.510861905903969
4.268,3.047,-0.510969057771565
4.268,3.0475,-0.511076347581787
4.268,3.048,-0.511183775718612
4.268,3.0485,-0.511291342567006
4.268,3.049,-0.511399048512967
4.268,3.0495,-0.511506893943485
4.268,3.05,-0.51161487924659
4.268,3.0505,-0.511723004811323
4.268,3.051,-0.511831271027749
4.268,3.0515,-0.511939678286966
4.268,3.052,-0.512048226981103
4.268,3.0525,-0.512156917503315
4.268,3.053,-0.512265750247807
4.268,3.0535,-0.512374725609813
4.268,3.054,-0.512483843985627
4.268,3.0545,-0.512593105772571
4.268,3.055,-0.512702511369032
4.268,3.0555,-0.512812061174442
4.268,3.056,-0.512921755589309
4.268,3.0565,-0.513031595015171
4.268,3.057,-0.513141579854656
4.268,3.0575,-0.513251710511449
4.268,3.058,-0.513361987390309
4.268,3.0585,-0.513472410897064
4.268,3.059,-0.513582981438629
4.268,3.0595,-0.513693699422986
4.268,3.06,-0.513804565259213
4.268,3.0605,-0.513915579357474
4.268,3.061,-0.514026742129022
4.268,3.0615,-0.514138053986203
4.268,3.062,-0.514249515342466
4.268,3.0625,-0.514361126612357
4.268,3.063,-0.51447288821153
4.268,3.0635,-0.514584800556746
4.268,3.064,-0.514696864065882
4.268,3.0645,-0.514809079157919
4.268,3.065,-0.514921446252977
4.268,3.0655,-0.515033965772279
4.268,3.066,-0.515146638138189
4.268,3.0665,-0.51525946377419
4.268,3.067,-0.515372443104903
4.268,3.0675,-0.515485576556092
4.268,3.068,-0.51559886455465
4.268,3.0685,-0.515712307528623
4.268,3.069,-0.515825905907204
4.268,3.0695,-0.515939660120729
4.268,3.07,-0.516053570600706
4.268,3.0705,-0.516167637779787
4.268,3.071,-0.516281862091793
4.268,3.0715,-0.516396243971705
4.268,3.072,-0.516510783855689
4.268,3.0725,-0.516625482181074
4.268,3.073,-0.516740339386365
4.268,3.0735,-0.516855355911251
4.268,3.074,-0.516970532196607
4.268,3.0745,-0.5170858686845
4.268,3.075,-0.517201365818188
4.268,3.0755,-0.51731702404212
4.268,3.076,-0.517432843801949
4.268,3.0765,-0.517548825544535
4.268,3.077,-0.517664969717946
4.268,3.0775,-0.51778127677146
4.268,3.078,-0.517897747155569
4.268,3.0785,-0.518014381321991
4.268,3.079,-0.518131179723659
4.268,3.0795,-0.518248142814747
4.268,3.08,-0.518365271050645
4.268,3.0805,-0.518482564887991
4.268,3.081,-0.518600024784654
4.268,3.0815,-0.518717651199755
4.268,3.082,-0.518835444593656
4.268,3.0825,-0.518953405427973
4.268,3.083,-0.51907153416558
4.268,3.0835,-0.519189831270608
4.268,3.084,-0.519308297208453
4.268,3.0845,-0.519426932445777
4.268,3.085,-0.519545737450521
4.268,3.0855,-0.519664712691888
4.268,3.086,-0.519783858640378
4.268,3.0865,-0.519903175767768
4.268,3.087,-0.520022664547121
4.268,3.0875,-0.520142325452795
4.268,3.088,-0.520262158960451
4.268,3.0885,-0.52038216554704
4.268,3.089,-0.520502345690831
4.268,3.0895,-0.520622699871388
4.268,3.09,-0.520743228569606
4.268,3.0905,-0.520863932267684
4.268,3.091,-0.520984811449151
4.268,3.0915,-0.521105866598866
4.268,3.092,-0.521227098203011
4.268,3.0925,-0.521348506749107
4.268,3.093,-0.521470092726018
4.268,3.0935,-0.521591856623947
4.268,3.094,-0.521713798934453
4.268,3.0945,-0.521835920150436
4.268,3.095,-0.521958220766172
4.268,3.0955,-0.522080701277281
4.268,3.096,-0.522203362180759
4.268,3.0965,-0.522326203974975
4.268,3.097,-0.522449227159661
4.268,3.0975,-0.522572432235947
4.268,3.098,-0.522695819706334
4.268,3.0985,-0.522819390074719
4.268,3.099,-0.522943143846389
4.268,3.0995,-0.523067081528027
4.268,3.1,-0.523191203627725
4.268,3.1005,-0.523315510654987
4.268,3.101,-0.523440003120712
4.268,3.1015,-0.523564681537229
4.268,3.102,-0.523689546418284
4.268,3.1025,-0.523814598279056
4.268,3.103,-0.523939837636146
4.268,3.1035,-0.524065265007594
4.268,3.104,-0.52419088091288
4.268,3.1045,-0.524316685872929
4.268,3.105,-0.52444268041012
4.268,3.1055,-0.524568865048281
4.268,3.106,-0.5246952403127
4.268,3.1065,-0.524821806730133
4.268,3.107,-0.524948564828806
4.268,3.1075,-0.525075515138412
4.268,3.108,-0.525202658190133
4.268,3.1085,-0.525329994516623
4.268,3.109,-0.525457524652036
4.268,3.1095,-0.525585249132011
4.268,3.11,-0.525713168493694
4.268,3.1105,-0.525841283275731
4.268,3.111,-0.525969594018273
4.268,3.1115,-0.52609810126299
4.268,3.112,-0.526226805553065
4.268,3.1125,-0.526355707433221
4.268,3.113,-0.526484807449686
4.268,3.1135,-0.52661410615024
4.268,3.114,-0.526743604084195
4.268,3.1145,-0.526873301802411
4.268,3.115,-0.52700319985729
4.268,3.1155,-0.527133298802803
4.268,3.116,-0.527263599194467
4.268,3.1165,-0.52739410158937
4.268,3.117,-0.527524806546167
4.268,3.1175,-0.527655714625099
4.268,3.118,-0.527786826387977
4.268,3.1185,-0.5279181423982
4.268,3.119,-0.528049663220764
4.268,3.1195,-0.528181389422256
4.268,3.12,-0.528313321570872
4.268,3.1205,-0.528445460236407
4.268,3.121,-0.52857780599028
4.268,3.1215,-0.52871035940552
4.268,3.122,-0.528843121056783
4.268,3.1225,-0.528976091520353
4.268,3.123,-0.529109271374154
4.268,3.1235,-0.529242661197744
4.268,3.124,-0.52937626157233
4.268,3.1245,-0.529510073080781
4.268,3.125,-0.529644096307602
4.268,3.1255,-0.529778331838974
4.268,3.126,-0.529912780262749
4.268,3.1265,-0.53004744216845
4.268,3.127,-0.530182318147274
4.268,3.1275,-0.530317408792112
4.268,3.128,-0.530452714697543
4.268,3.1285,-0.530588236459845
4.268,3.129,-0.530723974676993
4.268,3.1295,-0.53085992994868
4.268,3.13,-0.530996102876304
4.268,3.1305,-0.531132494062988
4.268,3.131,-0.531269104113579
4.268,3.1315,-0.531405933634661
4.268,3.132,-0.531542983234553
4.268,3.1325,-0.531680253523313
4.268,3.133,-0.531817745112759
4.268,3.1335,-0.531955458616459
4.268,3.134,-0.532093394649735
4.268,3.1345,-0.53223155382969
4.268,3.135,-0.532369936775198
4.268,3.1355,-0.532508544106908
4.268,3.136,-0.532647376447256
4.268,3.1365,-0.532786434420478
4.268,3.137,-0.532925718652593
4.268,3.1375,-0.533065229771442
4.268,3.138,-0.533204968406665
4.268,3.1385,-0.533344935189724
4.268,3.139,-0.533485130753901
4.268,3.1395,-0.533625555734308
4.268,3.14,-0.533766210767895
4.268,3.1405,-0.533907096493453
4.268,3.141,-0.534048213551618
4.268,3.1415,-0.534189562584893
4.268,3.142,-0.534331144237622
4.268,3.1425,-0.534472959156035
4.268,3.143,-0.534615007988225
4.268,3.1435,-0.534757291384176
4.268,3.144,-0.534899809995742
4.268,3.1445,-0.535042564476688
4.268,3.145,-0.535185555482671
4.268,3.1455,-0.535328783671258
4.268,3.146,-0.535472249701921
4.268,3.1465,-0.535615954236063
4.268,3.147,-0.535759897937008
4.268,3.1475,-0.535904081470011
4.268,3.148,-0.536048505502274
4.268,3.1485,-0.536193170702937
4.268,3.149,-0.5363380777431
4.268,3.1495,-0.536483227295827
4.268,3.15,-0.536628620036135
4.268,3.1505,-0.536774256641033
4.268,3.151,-0.536920137789493
4.268,3.1515,-0.537066264162488
4.268,3.152,-0.537212636442975
4.268,3.1525,-0.537359255315927
4.268,3.153,-0.537506121468315
4.268,3.1535,-0.537653235589124
4.268,3.154,-0.53780059836937
4.268,3.1545,-0.537948210502093
4.268,3.155,-0.538096072682374
4.268,3.1555,-0.538244185607329
4.268,3.156,-0.538392549976139
4.268,3.1565,-0.538541166490036
4.268,3.157,-0.538690035852309
4.268,3.1575,-0.538839158768341
4.268,3.158,-0.538988535945573
4.268,3.1585,-0.53913816809355
4.268,3.159,-0.539288055923904
4.268,3.1595,-0.539438200150371
4.268,3.16,-0.539588601488791
4.268,3.1605,-0.539739260657135
4.268,3.161,-0.539890178375482
4.268,3.1615,-0.540041355366054
4.268,3.162,-0.54019279235321
4.268,3.1625,-0.540344490063454
4.268,3.163,-0.540496449225447
4.268,3.1635,-0.540648670570008
4.268,3.164,-0.540801154830134
4.268,3.1645,-0.540953902740998
4.268,3.165,-0.541106915039947
4.268,3.1655,-0.541260192466532
4.268,3.166,-0.541413735762503
4.268,3.1665,-0.54156754567182
4.268,3.167,-0.541721622940651
4.268,3.1675,-0.541875968317405
4.268,3.168,-0.542030582552708
4.268,3.1685,-0.542185466399428
4.268,3.169,-0.542340620612687
4.268,3.1695,-0.542496045949863
4.268,3.17,-0.542651743170596
4.268,3.1705,-0.542807713036795
4.268,3.171,-0.542963956312654
4.268,3.1715,-0.543120473764656
4.268,3.172,-0.543277266161578
4.268,3.1725,-0.543434334274504
4.268,3.173,-0.543591678876828
4.268,3.1735,-0.543749300744271
4.268,3.174,-0.543907200654876
4.268,3.1745,-0.544065379389035
4.268,3.175,-0.544223837729476
4.268,3.1755,-0.544382576461283
4.268,3.176,-0.544541596371909
4.268,3.1765,-0.544700898251183
4.268,3.177,-0.544860482891298
4.268,3.1775,-0.545020351086849
4.268,3.178,-0.545180503634826
4.268,3.1785,-0.545340941334623
4.268,3.179,-0.545501664988051
4.268,3.1795,-0.545662675399341
4.268,3.18,-0.545823973375161
4.268,3.1805,-0.54598555972462
4.268,3.181,-0.546147435259268
4.268,3.1815,-0.546309600793127
4.268,3.182,-0.546472057142673
4.268,3.1825,-0.546634805126875
4.268,3.183,-0.546797845567165
4.268,3.1835,-0.546961179287493
4.268,3.184,-0.547124807114296
4.268,3.1845,-0.54728872987653
4.268,3.185,-0.54745294840567
4.268,3.1855,-0.547617463535724
4.268,3.186,-0.547782276103245
4.268,3.1865,-0.547947386947327
4.268,3.187,-0.548112796909617
4.268,3.1875,-0.54827850683435
4.268,3.188,-0.548444517568315
4.268,3.1885,-0.548610829960911
4.268,3.189,-0.548777444864111
4.268,3.1895,-0.548944363132507
4.268,3.19,-0.549111585623298
4.268,3.1905,-0.549279113196311
4.268,3.191,-0.549446946714013
4.268,3.1915,-0.549615087041508
4.268,3.192,-0.549783535046549
4.268,3.1925,-0.549952291599562
4.268,3.193,-0.550121357573637
4.268,3.1935,-0.550290733844552
4.268,3.194,-0.550460421290775
4.268,3.1945,-0.550630420793484
4.268,3.195,-0.550800733236553
